id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,akses_air_minum,jumlah_akses,satuan,tahun
178,32,JAWA BARAT,3216,KABUPATEN BEKASI,AIR LEDENG  - PEDESAAN,149219,KEPALA KELUARGA,2019
179,32,JAWA BARAT,3216,KABUPATEN BEKASI,POMPA ,578676,KEPALA KELUARGA,2019
180,32,JAWA BARAT,3216,KABUPATEN BEKASI,SUMUR TERLINDUNG ,3196,KEPALA KELUARGA,2019
181,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATA AIR TERLINDUNG ,149,KEPALA KELUARGA,2019
182,32,JAWA BARAT,3216,KABUPATEN BEKASI,AIR HUJAN ,800,KEPALA KELUARGA,2019
183,32,JAWA BARAT,3216,KABUPATEN BEKASI,TERMINAL AIR ,2035,KEPALA KELUARGA,2019
184,32,JAWA BARAT,3201,KABUPATEN BOGOR,AIR LEDENG  - PERKOTAAN,145214,KEPALA KELUARGA,2019
185,32,JAWA BARAT,3201,KABUPATEN BOGOR,AIR LEDENG  - PEDESAAN,204842,KEPALA KELUARGA,2019
186,32,JAWA BARAT,3201,KABUPATEN BOGOR,POMPA ,204259,KEPALA KELUARGA,2019
187,32,JAWA BARAT,3201,KABUPATEN BOGOR,SUMUR TERLINDUNG ,436469,KEPALA KELUARGA,2019
188,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATA AIR TERLINDUNG ,8966,KEPALA KELUARGA,2019
189,32,JAWA BARAT,3201,KABUPATEN BOGOR,AIR HUJAN ,0,KEPALA KELUARGA,2019
190,32,JAWA BARAT,3201,KABUPATEN BOGOR,TERMINAL AIR ,0,KEPALA KELUARGA,2019
191,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AIR LEDENG  - PERKOTAAN,4696,KEPALA KELUARGA,2019
192,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AIR LEDENG  - PEDESAAN,26852,KEPALA KELUARGA,2019
193,32,JAWA BARAT,3207,KABUPATEN CIAMIS,POMPA ,170347,KEPALA KELUARGA,2019
194,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SUMUR TERLINDUNG ,96118,KEPALA KELUARGA,2019
195,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATA AIR TERLINDUNG ,16422,KEPALA KELUARGA,2019
196,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AIR HUJAN ,0,KEPALA KELUARGA,2019
197,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TERMINAL AIR ,0,KEPALA KELUARGA,2019
198,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AIR LEDENG  - PERKOTAAN,34992,KEPALA KELUARGA,2019
199,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AIR LEDENG  - PEDESAAN,255682,KEPALA KELUARGA,2019
200,32,JAWA BARAT,3203,KABUPATEN CIANJUR,POMPA ,62354,KEPALA KELUARGA,2019
201,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SUMUR TERLINDUNG ,9235,KEPALA KELUARGA,2019
202,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATA AIR TERLINDUNG ,40456,KEPALA KELUARGA,2019
203,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AIR HUJAN ,6837,KEPALA KELUARGA,2019
204,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TERMINAL AIR ,43884,KEPALA KELUARGA,2019
205,32,JAWA BARAT,3209,KABUPATEN CIREBON,AIR LEDENG  - PERKOTAAN,82516,KEPALA KELUARGA,2019
206,32,JAWA BARAT,3209,KABUPATEN CIREBON,AIR LEDENG  - PEDESAAN,85799,KEPALA KELUARGA,2019
207,32,JAWA BARAT,3209,KABUPATEN CIREBON,POMPA ,260082,KEPALA KELUARGA,2019
208,32,JAWA BARAT,3209,KABUPATEN CIREBON,SUMUR TERLINDUNG ,128059,KEPALA KELUARGA,2019
209,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATA AIR TERLINDUNG ,33,KEPALA KELUARGA,2019
210,32,JAWA BARAT,3209,KABUPATEN CIREBON,AIR HUJAN ,88,KEPALA KELUARGA,2019
211,32,JAWA BARAT,3209,KABUPATEN CIREBON,TERMINAL AIR ,266,KEPALA KELUARGA,2019
212,32,JAWA BARAT,3205,KABUPATEN GARUT,AIR LEDENG  - PERKOTAAN,100552,KEPALA KELUARGA,2019
213,32,JAWA BARAT,3205,KABUPATEN GARUT,AIR LEDENG  - PEDESAAN,133655,KEPALA KELUARGA,2019
214,32,JAWA BARAT,3205,KABUPATEN GARUT,POMPA ,67951,KEPALA KELUARGA,2019
215,32,JAWA BARAT,3205,KABUPATEN GARUT,SUMUR TERLINDUNG ,28629,KEPALA KELUARGA,2019
216,32,JAWA BARAT,3205,KABUPATEN GARUT,MATA AIR TERLINDUNG ,44599,KEPALA KELUARGA,2019
217,32,JAWA BARAT,3205,KABUPATEN GARUT,AIR HUJAN ,2081,KEPALA KELUARGA,2019
218,32,JAWA BARAT,3205,KABUPATEN GARUT,TERMINAL AIR ,354,KEPALA KELUARGA,2019
219,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AIR LEDENG  - PERKOTAAN,85126,KEPALA KELUARGA,2019
220,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AIR LEDENG  - PEDESAAN,122379,KEPALA KELUARGA,2019
221,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,POMPA ,158623,KEPALA KELUARGA,2019
222,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SUMUR TERLINDUNG ,12745,KEPALA KELUARGA,2019
223,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATA AIR TERLINDUNG ,215,KEPALA KELUARGA,2019
224,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AIR HUJAN ,112,KEPALA KELUARGA,2019
225,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TERMINAL AIR ,788,KEPALA KELUARGA,2019
226,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AIR LEDENG  - PERKOTAAN,61429,KEPALA KELUARGA,2019
227,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AIR LEDENG  - PEDESAAN,58246,KEPALA KELUARGA,2019
228,32,JAWA BARAT,3215,KABUPATEN KARAWANG,POMPA ,207442,KEPALA KELUARGA,2019
229,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SUMUR TERLINDUNG ,40885,KEPALA KELUARGA,2019
230,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATA AIR TERLINDUNG ,608,KEPALA KELUARGA,2019
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AIR HUJAN ,578,KEPALA KELUARGA,2019
232,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TERMINAL AIR ,0,KEPALA KELUARGA,2019
233,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AIR LEDENG  - PERKOTAAN,34566,KEPALA KELUARGA,2019
234,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AIR LEDENG  - PEDESAAN,102254,KEPALA KELUARGA,2019
235,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,POMPA ,92294,KEPALA KELUARGA,2019
236,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SUMUR TERLINDUNG ,56261,KEPALA KELUARGA,2019
237,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATA AIR TERLINDUNG ,161,KEPALA KELUARGA,2019
238,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AIR HUJAN ,0,KEPALA KELUARGA,2019
239,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TERMINAL AIR ,0,KEPALA KELUARGA,2019
240,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AIR LEDENG  - PERKOTAAN,21569,KEPALA KELUARGA,2019
241,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AIR LEDENG  - PEDESAAN,70085,KEPALA KELUARGA,2019
242,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,POMPA ,138891,KEPALA KELUARGA,2019
243,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SUMUR TERLINDUNG ,41864,KEPALA KELUARGA,2019
244,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATA AIR TERLINDUNG ,2911,KEPALA KELUARGA,2019
245,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AIR HUJAN ,0,KEPALA KELUARGA,2019
246,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TERMINAL AIR ,6689,KEPALA KELUARGA,2019
247,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AIR LEDENG  - PERKOTAAN,4518,KEPALA KELUARGA,2019
248,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AIR LEDENG  - PEDESAAN,4797,KEPALA KELUARGA,2019
249,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,POMPA ,15635,KEPALA KELUARGA,2019
250,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SUMUR TERLINDUNG ,37311,KEPALA KELUARGA,2019
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATA AIR TERLINDUNG ,2108,KEPALA KELUARGA,2019
252,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AIR HUJAN ,174,KEPALA KELUARGA,2019
253,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TERMINAL AIR ,0,KEPALA KELUARGA,2019
254,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AIR LEDENG  - PERKOTAAN,30697,KEPALA KELUARGA,2019
255,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AIR LEDENG  - PEDESAAN,34537,KEPALA KELUARGA,2019
256,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,POMPA ,9124,KEPALA KELUARGA,2019
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SUMUR TERLINDUNG ,60838,KEPALA KELUARGA,2019
258,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATA AIR TERLINDUNG ,17918,KEPALA KELUARGA,2019
259,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AIR HUJAN ,26,KEPALA KELUARGA,2019
260,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TERMINAL AIR ,234,KEPALA KELUARGA,2019
261,32,JAWA BARAT,3213,KABUPATEN SUBANG,AIR LEDENG  - PERKOTAAN,20744,KEPALA KELUARGA,2019
262,32,JAWA BARAT,3213,KABUPATEN SUBANG,AIR LEDENG  - PEDESAAN,55137,KEPALA KELUARGA,2019
263,32,JAWA BARAT,3213,KABUPATEN SUBANG,POMPA ,163009,KEPALA KELUARGA,2019
264,32,JAWA BARAT,3213,KABUPATEN SUBANG,SUMUR TERLINDUNG ,126859,KEPALA KELUARGA,2019
265,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATA AIR TERLINDUNG ,10451,KEPALA KELUARGA,2019
266,32,JAWA BARAT,3213,KABUPATEN SUBANG,AIR HUJAN ,0,KEPALA KELUARGA,2019
267,32,JAWA BARAT,3213,KABUPATEN SUBANG,TERMINAL AIR ,0,KEPALA KELUARGA,2019
268,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AIR LEDENG  - PERKOTAAN,27516,KEPALA KELUARGA,2019
269,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AIR LEDENG  - PEDESAAN,799,KEPALA KELUARGA,2019
270,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,POMPA ,170117,KEPALA KELUARGA,2019
271,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SUMUR TERLINDUNG ,188666,KEPALA KELUARGA,2019
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATA AIR TERLINDUNG ,50845,KEPALA KELUARGA,2019
273,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AIR HUJAN ,2784,KEPALA KELUARGA,2019
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TERMINAL AIR ,785,KEPALA KELUARGA,2019
275,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AIR LEDENG  - PERKOTAAN,27702,KEPALA KELUARGA,2019
276,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AIR LEDENG  - PEDESAAN,74102,KEPALA KELUARGA,2019
277,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,POMPA ,4256,KEPALA KELUARGA,2019
278,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SUMUR TERLINDUNG ,94262,KEPALA KELUARGA,2019
279,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATA AIR TERLINDUNG ,24944,KEPALA KELUARGA,2019
280,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AIR HUJAN ,422,KEPALA KELUARGA,2019
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TERMINAL AIR ,9275,KEPALA KELUARGA,2019
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AIR LEDENG  - PERKOTAAN,33542,KEPALA KELUARGA,2019
283,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AIR LEDENG  - PEDESAAN,22735,KEPALA KELUARGA,2019
284,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,POMPA ,227484,KEPALA KELUARGA,2019
285,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SUMUR TERLINDUNG ,114316,KEPALA KELUARGA,2019
286,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATA AIR TERLINDUNG ,23535,KEPALA KELUARGA,2019
287,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AIR HUJAN ,296,KEPALA KELUARGA,2019
288,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TERMINAL AIR ,9945,KEPALA KELUARGA,2019
289,32,JAWA BARAT,3273,KOTA BANDUNG,AIR LEDENG  - PERKOTAAN,204201,KEPALA KELUARGA,2019
290,32,JAWA BARAT,3273,KOTA BANDUNG,AIR LEDENG  - PEDESAAN,397703,KEPALA KELUARGA,2019
291,32,JAWA BARAT,3273,KOTA BANDUNG,POMPA ,7142,KEPALA KELUARGA,2019
292,32,JAWA BARAT,3273,KOTA BANDUNG,SUMUR TERLINDUNG ,50022,KEPALA KELUARGA,2019
293,32,JAWA BARAT,3273,KOTA BANDUNG,MATA AIR TERLINDUNG ,41948,KEPALA KELUARGA,2019
294,32,JAWA BARAT,3273,KOTA BANDUNG,AIR HUJAN ,0,KEPALA KELUARGA,2019
295,32,JAWA BARAT,3273,KOTA BANDUNG,TERMINAL AIR ,11758,KEPALA KELUARGA,2019
296,32,JAWA BARAT,3279,KOTA BANJAR,AIR LEDENG  - PERKOTAAN,8878,KEPALA KELUARGA,2019
297,32,JAWA BARAT,3279,KOTA BANJAR,AIR LEDENG  - PEDESAAN,7493,KEPALA KELUARGA,2019
298,32,JAWA BARAT,3279,KOTA BANJAR,POMPA ,15787,KEPALA KELUARGA,2019
299,32,JAWA BARAT,3279,KOTA BANJAR,SUMUR TERLINDUNG ,18876,KEPALA KELUARGA,2019
300,32,JAWA BARAT,3279,KOTA BANJAR,MATA AIR TERLINDUNG ,1343,KEPALA KELUARGA,2019
301,32,JAWA BARAT,3279,KOTA BANJAR,AIR HUJAN ,0,KEPALA KELUARGA,2019
302,32,JAWA BARAT,3279,KOTA BANJAR,TERMINAL AIR ,0,KEPALA KELUARGA,2019
303,32,JAWA BARAT,3275,KOTA BEKASI,AIR LEDENG  - PERKOTAAN,85697,KEPALA KELUARGA,2019
304,32,JAWA BARAT,3275,KOTA BEKASI,AIR LEDENG  - PEDESAAN,119077,KEPALA KELUARGA,2019
305,32,JAWA BARAT,3275,KOTA BEKASI,POMPA ,59633,KEPALA KELUARGA,2019
306,32,JAWA BARAT,3275,KOTA BEKASI,SUMUR TERLINDUNG ,1919,KEPALA KELUARGA,2019
307,32,JAWA BARAT,3275,KOTA BEKASI,MATA AIR TERLINDUNG ,0,KEPALA KELUARGA,2019
308,32,JAWA BARAT,3275,KOTA BEKASI,AIR HUJAN ,0,KEPALA KELUARGA,2019
309,32,JAWA BARAT,3275,KOTA BEKASI,TERMINAL AIR ,632,KEPALA KELUARGA,2019
310,32,JAWA BARAT,3271,KOTA BOGOR,AIR LEDENG  - PERKOTAAN,126301,KEPALA KELUARGA,2019
311,32,JAWA BARAT,3271,KOTA BOGOR,AIR LEDENG  - PEDESAAN,145571,KEPALA KELUARGA,2019
312,32,JAWA BARAT,3271,KOTA BOGOR,POMPA ,85593,KEPALA KELUARGA,2019
313,32,JAWA BARAT,3271,KOTA BOGOR,SUMUR TERLINDUNG ,12141,KEPALA KELUARGA,2019
314,32,JAWA BARAT,3271,KOTA BOGOR,MATA AIR TERLINDUNG ,4082,KEPALA KELUARGA,2019
315,32,JAWA BARAT,3271,KOTA BOGOR,AIR HUJAN ,0,KEPALA KELUARGA,2019
316,32,JAWA BARAT,3271,KOTA BOGOR,TERMINAL AIR ,3,KEPALA KELUARGA,2019
317,32,JAWA BARAT,3277,KOTA CIMAHI,AIR LEDENG  - PERKOTAAN,56486,KEPALA KELUARGA,2019
318,32,JAWA BARAT,3277,KOTA CIMAHI,AIR LEDENG  - PEDESAAN,20635,KEPALA KELUARGA,2019
319,32,JAWA BARAT,3277,KOTA CIMAHI,POMPA ,44212,KEPALA KELUARGA,2019
320,32,JAWA BARAT,3277,KOTA CIMAHI,SUMUR TERLINDUNG ,21369,KEPALA KELUARGA,2019
321,32,JAWA BARAT,3277,KOTA CIMAHI,MATA AIR TERLINDUNG ,1239,KEPALA KELUARGA,2019
322,32,JAWA BARAT,3277,KOTA CIMAHI,AIR HUJAN ,0,KEPALA KELUARGA,2019
323,32,JAWA BARAT,3277,KOTA CIMAHI,TERMINAL AIR ,505,KEPALA KELUARGA,2019
324,32,JAWA BARAT,3274,KOTA CIREBON,AIR LEDENG  - PERKOTAAN,56118,KEPALA KELUARGA,2019
325,32,JAWA BARAT,3274,KOTA CIREBON,AIR LEDENG  - PEDESAAN,58586,KEPALA KELUARGA,2019
326,32,JAWA BARAT,3274,KOTA CIREBON,POMPA ,9682,KEPALA KELUARGA,2019
327,32,JAWA BARAT,3274,KOTA CIREBON,SUMUR TERLINDUNG ,9005,KEPALA KELUARGA,2019
328,32,JAWA BARAT,3274,KOTA CIREBON,MATA AIR TERLINDUNG ,109,KEPALA KELUARGA,2019
329,32,JAWA BARAT,3274,KOTA CIREBON,AIR HUJAN ,0,KEPALA KELUARGA,2019
330,32,JAWA BARAT,3274,KOTA CIREBON,TERMINAL AIR ,0,KEPALA KELUARGA,2019
331,32,JAWA BARAT,3276,KOTA DEPOK,AIR LEDENG  - PERKOTAAN,51353,KEPALA KELUARGA,2019
332,32,JAWA BARAT,3276,KOTA DEPOK,AIR LEDENG  - PEDESAAN,74921,KEPALA KELUARGA,2019
333,32,JAWA BARAT,3276,KOTA DEPOK,POMPA ,344818,KEPALA KELUARGA,2019
334,32,JAWA BARAT,3276,KOTA DEPOK,SUMUR TERLINDUNG ,14728,KEPALA KELUARGA,2019
335,32,JAWA BARAT,3276,KOTA DEPOK,MATA AIR TERLINDUNG ,81,KEPALA KELUARGA,2019
336,32,JAWA BARAT,3276,KOTA DEPOK,AIR HUJAN ,0,KEPALA KELUARGA,2019
337,32,JAWA BARAT,3276,KOTA DEPOK,TERMINAL AIR ,6,KEPALA KELUARGA,2019
338,32,JAWA BARAT,3272,KOTA SUKABUMI,AIR LEDENG  - PERKOTAAN,19239,KEPALA KELUARGA,2019
339,32,JAWA BARAT,3272,KOTA SUKABUMI,AIR LEDENG  - PEDESAAN,26111,KEPALA KELUARGA,2019
340,32,JAWA BARAT,3272,KOTA SUKABUMI,POMPA ,52601,KEPALA KELUARGA,2019
341,32,JAWA BARAT,3272,KOTA SUKABUMI,SUMUR TERLINDUNG ,2141,KEPALA KELUARGA,2019
342,32,JAWA BARAT,3272,KOTA SUKABUMI,MATA AIR TERLINDUNG ,1426,KEPALA KELUARGA,2019
343,32,JAWA BARAT,3272,KOTA SUKABUMI,AIR HUJAN ,0,KEPALA KELUARGA,2019
344,32,JAWA BARAT,3272,KOTA SUKABUMI,TERMINAL AIR ,0,KEPALA KELUARGA,2019
345,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AIR LEDENG  - PERKOTAAN,23818,KEPALA KELUARGA,2019
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AIR LEDENG  - PEDESAAN,19766,KEPALA KELUARGA,2019
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,POMPA ,77715,KEPALA KELUARGA,2019
348,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SUMUR TERLINDUNG ,37064,KEPALA KELUARGA,2019
349,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATA AIR TERLINDUNG ,1136,KEPALA KELUARGA,2019
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AIR HUJAN ,0,KEPALA KELUARGA,2019
351,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TERMINAL AIR ,0,KEPALA KELUARGA,2019
